track,remix_index,effects,has_vocals
091319,7,vocal_cover;mild_distortion;mild_reverb,True
091319,8,vocal_cover;mild_reverb,True
091319,9,vocal_cover;subtle_pitch_shift,True
091319,10,vocal_cover;mild_reverb;slight_time_stretch,True
091319,11,vocal_cover;gentle_eq;gentle_delay,True
091319,12,vocal_cover;light_chorus,True
091319,13,vocal_cover;mild_distortion,True
091319,14,vocal_cover;mild_distortion,True
091319,15,vocal_cover;gentle_eq,True
091319,16,vocal_cover;gentle_delay,True
091319,17,vocal_cover;gentle_eq,True
091319,18,vocal_cover;gentle_eq;light_chorus,True
091319,19,vocal_cover;slight_time_stretch;light_chorus,True
091319,20,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
091319,21,vocal_cover;gentle_delay,True
091319,22,vocal_cover;gentle_eq,True
091319,23,vocal_cover;slight_time_stretch;gentle_delay,True
091319,24,vocal_cover;light_chorus;subtle_pitch_shift,True
091319,25,vocal_cover;mild_reverb;gentle_eq,True
091319,26,vocal_cover;mild_distortion;gentle_delay,True
091319,27,vocal_cover;subtle_pitch_shift;gentle_eq,True
091319,28,vocal_cover;mild_distortion,True
091319,29,vocal_cover;light_chorus,True
091319,30,vocal_cover;gentle_delay,True
004100,1,vocal_cover;light_chorus;subtle_pitch_shift,True
004100,2,vocal_cover;mild_distortion;gentle_eq,True
004100,3,vocal_cover;mild_reverb,True
004100,4,vocal_cover;gentle_eq,True
004100,5,vocal_cover;gentle_delay;light_chorus,True
004100,6,vocal_cover;light_chorus;mild_distortion,True
004100,7,vocal_cover;mild_distortion;subtle_pitch_shift,True
004100,8,vocal_cover;slight_time_stretch,True
004100,9,vocal_cover;subtle_pitch_shift,True
004100,10,vocal_cover;gentle_delay,True
004100,11,vocal_cover;mild_distortion,True
004100,12,vocal_cover;slight_time_stretch,True
004100,13,vocal_cover;gentle_delay;mild_reverb,True
004100,14,vocal_cover;light_chorus,True
004100,15,vocal_cover;gentle_eq,True
004100,16,vocal_cover;gentle_eq;mild_reverb,True
004100,17,vocal_cover;gentle_delay,True
004100,18,vocal_cover;gentle_delay,True
004100,19,vocal_cover;gentle_eq;slight_time_stretch,True
004100,20,vocal_cover;subtle_pitch_shift,True
004100,21,vocal_cover;gentle_delay,True
004100,22,vocal_cover;gentle_delay,True
004100,23,vocal_cover;subtle_pitch_shift;gentle_delay,True
004100,24,vocal_cover;light_chorus;mild_reverb,True
004100,25,vocal_cover;gentle_eq;light_chorus,True
004100,26,vocal_cover;gentle_eq;gentle_delay,True
004100,27,vocal_cover;gentle_delay,True
004100,28,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
004100,29,vocal_cover;mild_distortion;slight_time_stretch,True
004100,30,vocal_cover;mild_reverb;slight_time_stretch,True
072928,1,vocal_cover;mild_reverb,True
072928,2,vocal_cover;mild_distortion,True
072928,3,vocal_cover;gentle_eq;light_chorus,True
072928,4,vocal_cover;slight_time_stretch,True
072928,5,vocal_cover;gentle_delay,True
072928,6,vocal_cover;gentle_delay;subtle_pitch_shift,True
072928,7,vocal_cover;gentle_eq,True
072928,8,vocal_cover;mild_reverb;gentle_delay,True
072928,9,vocal_cover;slight_time_stretch;mild_reverb,True
072928,10,vocal_cover;light_chorus,True
072928,11,vocal_cover;mild_reverb;mild_distortion,True
072928,12,vocal_cover;subtle_pitch_shift,True
072928,13,vocal_cover;mild_reverb;light_chorus,True
072928,14,vocal_cover;gentle_delay;slight_time_stretch,True
072928,15,vocal_cover;mild_distortion,True
072928,16,vocal_cover;light_chorus,True
072928,17,vocal_cover;gentle_eq;gentle_delay,True
072928,18,vocal_cover;slight_time_stretch;light_chorus,True
072928,19,vocal_cover;light_chorus,True
072928,20,vocal_cover;gentle_eq,True
072928,21,vocal_cover;gentle_delay,True
072928,22,vocal_cover;gentle_eq,True
072928,23,vocal_cover;subtle_pitch_shift;mild_reverb,True
072928,24,vocal_cover;subtle_pitch_shift;light_chorus,True
072928,25,vocal_cover;light_chorus;gentle_delay,True
072928,26,vocal_cover;mild_distortion;light_chorus,True
072928,27,vocal_cover;mild_distortion,True
072928,28,vocal_cover;gentle_eq,True
072928,29,vocal_cover;gentle_delay,True
072928,30,vocal_cover;light_chorus,True
129910,1,vocal_cover;mild_distortion;light_chorus,True
129910,2,vocal_cover;mild_reverb;subtle_pitch_shift,True
129910,3,vocal_cover;gentle_eq;mild_distortion,True
129910,4,vocal_cover;subtle_pitch_shift;mild_distortion,True
129910,5,vocal_cover;light_chorus,True
129910,6,vocal_cover;mild_reverb;slight_time_stretch,True
129910,7,vocal_cover;gentle_eq;gentle_delay,True
129910,8,vocal_cover;gentle_eq,True
129910,9,vocal_cover;gentle_delay,True
129910,10,vocal_cover;mild_distortion,True
129910,11,vocal_cover;gentle_delay;mild_distortion,True
129910,12,vocal_cover;subtle_pitch_shift;gentle_eq,True
129910,13,vocal_cover;subtle_pitch_shift,True
129910,14,vocal_cover;slight_time_stretch,True
129910,15,vocal_cover;mild_reverb,True
129910,16,vocal_cover;subtle_pitch_shift;gentle_delay,True
129910,17,vocal_cover;gentle_delay;mild_reverb,True
129910,18,vocal_cover;light_chorus;gentle_delay,True
129910,19,vocal_cover;slight_time_stretch;light_chorus,True
129910,20,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
129910,21,vocal_cover;gentle_eq,True
129910,22,vocal_cover;light_chorus;mild_reverb,True
129910,23,vocal_cover;light_chorus,True
129910,24,vocal_cover;gentle_eq;slight_time_stretch,True
129910,25,vocal_cover;gentle_delay;light_chorus,True
129910,26,vocal_cover;light_chorus,True
129910,27,vocal_cover;gentle_eq;light_chorus,True
129910,28,vocal_cover;slight_time_stretch;mild_distortion,True
129910,29,vocal_cover;slight_time_stretch,True
129910,30,vocal_cover;light_chorus;subtle_pitch_shift,True
145606,1,vocal_cover;mild_distortion;gentle_delay,True
145606,2,vocal_cover;gentle_eq,True
145606,3,vocal_cover;slight_time_stretch;gentle_delay,True
145606,4,vocal_cover;gentle_delay;gentle_eq,True
145606,5,vocal_cover;mild_distortion,True
145606,6,vocal_cover;subtle_pitch_shift,True
145606,7,vocal_cover;mild_reverb;slight_time_stretch,True
145606,8,vocal_cover;slight_time_stretch,True
145606,9,vocal_cover;light_chorus,True
145606,10,vocal_cover;gentle_delay,True
145606,11,vocal_cover;mild_reverb,True
145606,12,vocal_cover;light_chorus;gentle_eq,True
145606,13,vocal_cover;subtle_pitch_shift,True
145606,14,vocal_cover;gentle_eq,True
145606,15,vocal_cover;mild_reverb,True
145606,16,vocal_cover;slight_time_stretch,True
145606,17,vocal_cover;mild_distortion,True
145606,18,vocal_cover;gentle_eq,True
145606,19,vocal_cover;subtle_pitch_shift;gentle_delay,True
145606,20,vocal_cover;mild_reverb,True
145606,21,vocal_cover;mild_reverb;subtle_pitch_shift,True
145606,22,vocal_cover;gentle_eq;subtle_pitch_shift,True
145606,23,vocal_cover;gentle_eq,True
145606,24,vocal_cover;gentle_delay,True
145606,25,vocal_cover;subtle_pitch_shift,True
145606,26,vocal_cover;light_chorus;mild_reverb,True
145606,27,vocal_cover;gentle_eq,True
145606,28,vocal_cover;slight_time_stretch,True
145606,29,vocal_cover;slight_time_stretch,True
145606,30,vocal_cover;mild_reverb,True
117632,1,vocal_cover;light_chorus,True
117632,2,vocal_cover;subtle_pitch_shift,True
117632,3,vocal_cover;mild_reverb;slight_time_stretch,True
117632,4,vocal_cover;gentle_delay,True
117632,5,vocal_cover;gentle_eq,True
117632,6,vocal_cover;mild_reverb,True
117632,7,vocal_cover;slight_time_stretch,True
117632,8,vocal_cover;mild_distortion,True
117632,9,vocal_cover;mild_reverb;light_chorus,True
117632,10,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
117632,11,vocal_cover;slight_time_stretch,True
117632,12,vocal_cover;slight_time_stretch;light_chorus,True
117632,13,vocal_cover;light_chorus;gentle_delay,True
117632,14,vocal_cover;mild_distortion,True
117632,15,vocal_cover;light_chorus,True
117632,16,vocal_cover;light_chorus,True
117632,17,vocal_cover;gentle_delay;subtle_pitch_shift,True
117632,18,vocal_cover;gentle_delay,True
117632,19,vocal_cover;subtle_pitch_shift,True
117632,20,vocal_cover;gentle_eq,True
117632,21,vocal_cover;slight_time_stretch,True
117632,22,vocal_cover;mild_distortion,True
117632,23,vocal_cover;mild_reverb,True
117632,24,vocal_cover;subtle_pitch_shift,True
117632,25,vocal_cover;gentle_eq,True
117632,26,vocal_cover;gentle_eq,True
117632,27,vocal_cover;mild_reverb;gentle_delay,True
117632,28,vocal_cover;mild_distortion,True
117632,29,vocal_cover;gentle_delay,True
117632,30,vocal_cover;mild_distortion,True
122474,1,vocal_cover;gentle_eq,True
122474,2,vocal_cover;mild_distortion,True
122474,3,vocal_cover;gentle_delay;mild_reverb,True
122474,4,vocal_cover;light_chorus,True
122474,5,vocal_cover;slight_time_stretch;gentle_eq,True
122474,6,vocal_cover;slight_time_stretch,True
122474,7,vocal_cover;gentle_eq;gentle_delay,True
122474,8,vocal_cover;gentle_delay,True
122474,9,vocal_cover;mild_reverb,True
122474,10,vocal_cover;gentle_eq;light_chorus,True
122474,11,vocal_cover;mild_reverb;subtle_pitch_shift,True
122474,12,vocal_cover;subtle_pitch_shift,True
122474,13,vocal_cover;subtle_pitch_shift,True
122474,14,vocal_cover;mild_distortion;mild_reverb,True
122474,15,vocal_cover;slight_time_stretch,True
122474,16,vocal_cover;slight_time_stretch,True
122474,17,vocal_cover;gentle_delay,True
122474,18,vocal_cover;slight_time_stretch,True
122474,19,vocal_cover;gentle_delay;slight_time_stretch,True
122474,20,vocal_cover;mild_distortion;gentle_eq,True
122474,21,vocal_cover;light_chorus;mild_distortion,True
122474,22,vocal_cover;mild_reverb;slight_time_stretch,True
122474,23,vocal_cover;mild_distortion,True
122474,24,vocal_cover;gentle_eq;mild_reverb,True
122474,25,vocal_cover;gentle_eq,True
122474,26,vocal_cover;gentle_delay;light_chorus,True
122474,27,vocal_cover;gentle_delay,True
122474,28,vocal_cover;mild_reverb,True
122474,29,vocal_cover;mild_reverb,True
122474,30,vocal_cover;light_chorus,True
030702,1,vocal_cover;gentle_delay,True
030702,2,vocal_cover;slight_time_stretch,True
030702,3,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
030702,4,vocal_cover;mild_distortion,True
030702,5,vocal_cover;subtle_pitch_shift,True
030702,6,vocal_cover;light_chorus,True
030702,7,vocal_cover;gentle_delay;slight_time_stretch,True
030702,8,vocal_cover;gentle_eq,True
030702,9,vocal_cover;light_chorus;gentle_eq,True
030702,10,vocal_cover;gentle_eq;gentle_delay,True
030702,11,vocal_cover;mild_reverb,True
030702,12,vocal_cover;subtle_pitch_shift,True
030702,13,vocal_cover;mild_distortion;light_chorus,True
030702,14,vocal_cover;subtle_pitch_shift,True
030702,15,vocal_cover;subtle_pitch_shift;mild_distortion,True
030702,16,vocal_cover;mild_reverb;gentle_delay,True
030702,17,vocal_cover;subtle_pitch_shift;light_chorus,True
030702,18,vocal_cover;gentle_eq,True
030702,19,vocal_cover;mild_reverb,True
030702,20,vocal_cover;mild_distortion,True
030702,21,vocal_cover;mild_distortion,True
030702,22,vocal_cover;light_chorus;mild_reverb,True
030702,23,vocal_cover;subtle_pitch_shift;gentle_eq,True
030702,24,vocal_cover;light_chorus;slight_time_stretch,True
030702,25,vocal_cover;gentle_eq;slight_time_stretch,True
030702,26,vocal_cover;light_chorus;gentle_delay,True
030702,27,vocal_cover;light_chorus,True
030702,28,vocal_cover;mild_distortion,True
030702,29,vocal_cover;mild_distortion;gentle_delay,True
030702,30,vocal_cover;gentle_eq,True
133545,1,vocal_cover;gentle_delay,True
133545,2,vocal_cover;slight_time_stretch,True
133545,3,vocal_cover;light_chorus,True
133545,4,vocal_cover;gentle_delay;mild_reverb,True
133545,5,vocal_cover;mild_reverb,True
133545,6,vocal_cover;subtle_pitch_shift,True
133545,7,vocal_cover;light_chorus;slight_time_stretch,True
133545,8,vocal_cover;gentle_eq,True
133545,9,vocal_cover;subtle_pitch_shift;gentle_delay,True
133545,10,vocal_cover;gentle_eq;mild_distortion,True
133545,11,vocal_cover;mild_distortion,True
133545,12,vocal_cover;subtle_pitch_shift;mild_distortion,True
133545,13,vocal_cover;mild_distortion;gentle_delay,True
133545,14,vocal_cover;slight_time_stretch,True
133545,15,vocal_cover;slight_time_stretch,True
133545,16,vocal_cover;light_chorus;gentle_delay,True
133545,17,vocal_cover;light_chorus,True
133545,18,vocal_cover;light_chorus;subtle_pitch_shift,True
133545,19,vocal_cover;gentle_eq;slight_time_stretch,True
133545,20,vocal_cover;gentle_delay;gentle_eq,True
133545,21,vocal_cover;slight_time_stretch;mild_distortion,True
133545,22,vocal_cover;mild_reverb;slight_time_stretch,True
133545,23,vocal_cover;gentle_eq,True
133545,24,vocal_cover;light_chorus;mild_reverb,True
133545,25,vocal_cover;gentle_eq;light_chorus,True
133545,26,vocal_cover;mild_distortion,True
133545,27,vocal_cover;subtle_pitch_shift,True
133545,28,vocal_cover;mild_reverb;mild_distortion,True
133545,29,vocal_cover;gentle_delay,True
133545,30,vocal_cover;gentle_eq;mild_reverb,True
138410,1,vocal_cover;mild_distortion,True
138410,2,vocal_cover;mild_reverb,True
138410,3,vocal_cover;gentle_eq;slight_time_stretch,True
138410,4,vocal_cover;gentle_eq;subtle_pitch_shift,True
138410,5,vocal_cover;mild_distortion;subtle_pitch_shift,True
138410,6,vocal_cover;light_chorus,True
138410,7,vocal_cover;gentle_eq,True
138410,8,vocal_cover;subtle_pitch_shift,True
138410,9,vocal_cover;slight_time_stretch,True
138410,10,vocal_cover;mild_distortion;gentle_delay,True
138410,11,vocal_cover;mild_reverb;gentle_eq,True
138410,12,vocal_cover;gentle_eq;mild_distortion,True
138410,13,vocal_cover;gentle_delay,True
138410,14,vocal_cover;light_chorus,True
138410,15,vocal_cover;slight_time_stretch,True
138410,16,vocal_cover;mild_reverb,True
138410,17,vocal_cover;mild_distortion,True
138410,18,vocal_cover;gentle_eq;gentle_delay,True
138410,19,vocal_cover;mild_reverb;slight_time_stretch,True
138410,20,vocal_cover;mild_reverb;gentle_delay,True
138410,21,vocal_cover;mild_reverb;mild_distortion,True
138410,22,vocal_cover;mild_reverb;subtle_pitch_shift,True
138410,23,vocal_cover;light_chorus,True
138410,24,vocal_cover;light_chorus,True
138410,25,vocal_cover;light_chorus,True
138410,26,vocal_cover;gentle_delay;light_chorus,True
138410,27,vocal_cover;mild_distortion,True
138410,28,vocal_cover;light_chorus;slight_time_stretch,True
138410,29,vocal_cover;gentle_eq,True
138410,30,vocal_cover;slight_time_stretch;gentle_delay,True
084264,1,vocal_cover;mild_distortion,True
084264,2,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
084264,3,vocal_cover;mild_reverb,True
084264,4,vocal_cover;mild_reverb;gentle_delay,True
084264,5,vocal_cover;light_chorus,True
084264,6,vocal_cover;slight_time_stretch,True
084264,7,vocal_cover;subtle_pitch_shift,True
084264,8,vocal_cover;gentle_eq;gentle_delay,True
084264,9,vocal_cover;gentle_eq,True
084264,10,vocal_cover;gentle_delay,True
084264,11,vocal_cover;gentle_delay;slight_time_stretch,True
084264,12,vocal_cover;mild_reverb,True
084264,13,vocal_cover;subtle_pitch_shift;mild_distortion,True
084264,14,vocal_cover;gentle_delay,True
084264,15,vocal_cover;gentle_delay;subtle_pitch_shift,True
084264,16,vocal_cover;subtle_pitch_shift,True
084264,17,vocal_cover;subtle_pitch_shift,True
084264,18,vocal_cover;light_chorus,True
084264,19,vocal_cover;light_chorus;slight_time_stretch,True
084264,20,vocal_cover;mild_distortion,True
084264,21,vocal_cover;subtle_pitch_shift;gentle_eq,True
084264,22,vocal_cover;mild_reverb,True
084264,23,vocal_cover;mild_reverb;gentle_eq,True
084264,24,vocal_cover;subtle_pitch_shift;light_chorus,True
084264,25,vocal_cover;gentle_delay;light_chorus,True
084264,26,vocal_cover;subtle_pitch_shift,True
084264,27,vocal_cover;light_chorus,True
084264,28,vocal_cover;gentle_delay;mild_distortion,True
084264,29,vocal_cover;gentle_eq;slight_time_stretch,True
084264,30,vocal_cover;mild_distortion;gentle_eq,True
080758,1,vocal_cover;light_chorus;mild_reverb,True
080758,2,vocal_cover;subtle_pitch_shift;mild_reverb,True
080758,3,vocal_cover;light_chorus,True
080758,4,vocal_cover;mild_reverb,True
080758,5,vocal_cover;mild_distortion,True
080758,6,vocal_cover;mild_reverb;gentle_eq,True
080758,7,vocal_cover;gentle_delay;slight_time_stretch,True
080758,8,vocal_cover;subtle_pitch_shift;gentle_delay,True
080758,9,vocal_cover;gentle_eq,True
080758,10,vocal_cover;mild_distortion;gentle_eq,True
080758,11,vocal_cover;slight_time_stretch;mild_reverb,True
080758,12,vocal_cover;slight_time_stretch,True
080758,13,vocal_cover;subtle_pitch_shift,True
080758,14,vocal_cover;gentle_delay,True
080758,15,vocal_cover;light_chorus;subtle_pitch_shift,True
080758,16,vocal_cover;gentle_eq;subtle_pitch_shift,True
080758,17,vocal_cover;subtle_pitch_shift;mild_distortion,True
080758,18,vocal_cover;mild_distortion;mild_reverb,True
080758,19,vocal_cover;slight_time_stretch,True
080758,20,vocal_cover;mild_distortion,True
080758,21,vocal_cover;gentle_delay;mild_distortion,True
080758,22,vocal_cover;light_chorus,True
080758,23,vocal_cover;slight_time_stretch,True
080758,24,vocal_cover;mild_reverb,True
080758,25,vocal_cover;mild_reverb,True
080758,26,vocal_cover;mild_reverb,True
080758,27,vocal_cover;gentle_eq;light_chorus,True
080758,28,vocal_cover;slight_time_stretch,True
080758,29,vocal_cover;mild_distortion,True
080758,30,vocal_cover;mild_reverb,True
058333,1,vocal_cover;gentle_delay;slight_time_stretch,True
058333,2,vocal_cover;subtle_pitch_shift;mild_reverb,True
058333,3,vocal_cover;subtle_pitch_shift,True
058333,4,vocal_cover;gentle_eq;mild_reverb,True
058333,5,vocal_cover;gentle_eq,True
058333,6,vocal_cover;light_chorus;gentle_delay,True
058333,7,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
058333,8,vocal_cover;slight_time_stretch,True
058333,9,vocal_cover;mild_distortion;slight_time_stretch,True
058333,10,vocal_cover;gentle_delay;mild_distortion,True
058333,11,vocal_cover;mild_distortion,True
058333,12,vocal_cover;light_chorus,True
058333,13,vocal_cover;light_chorus;gentle_eq,True
058333,14,vocal_cover;mild_reverb,True
058333,15,vocal_cover;gentle_delay,True
058333,16,vocal_cover;mild_distortion,True
058333,17,vocal_cover;subtle_pitch_shift,True
058333,18,vocal_cover;gentle_delay,True
058333,19,vocal_cover;gentle_delay,True
058333,20,vocal_cover;mild_distortion;mild_reverb,True
058333,21,vocal_cover;light_chorus,True
058333,22,vocal_cover;gentle_eq;mild_distortion,True
058333,23,vocal_cover;slight_time_stretch;gentle_eq,True
058333,24,vocal_cover;light_chorus;subtle_pitch_shift,True
058333,25,vocal_cover;light_chorus,True
058333,26,vocal_cover;subtle_pitch_shift,True
058333,27,vocal_cover;mild_reverb,True
058333,28,vocal_cover;subtle_pitch_shift,True
058333,29,vocal_cover;light_chorus;mild_distortion,True
058333,30,vocal_cover;gentle_delay,True
118070,1,vocal_cover;gentle_delay;light_chorus,True
118070,2,vocal_cover;gentle_delay,True
118070,3,vocal_cover;subtle_pitch_shift;mild_reverb,True
118070,4,vocal_cover;gentle_delay;subtle_pitch_shift,True
118070,5,vocal_cover;slight_time_stretch,True
118070,6,vocal_cover;mild_distortion;slight_time_stretch,True
118070,7,vocal_cover;mild_distortion;gentle_eq,True
118070,8,vocal_cover;gentle_eq,True
118070,9,vocal_cover;mild_reverb;light_chorus,True
118070,10,vocal_cover;light_chorus,True
118070,11,vocal_cover;mild_distortion,True
118070,12,vocal_cover;subtle_pitch_shift,True
118070,13,vocal_cover;gentle_delay;slight_time_stretch,True
118070,14,vocal_cover;mild_reverb,True
118070,15,vocal_cover;light_chorus;subtle_pitch_shift,True
118070,16,vocal_cover;mild_reverb,True
118070,17,vocal_cover;gentle_eq,True
118070,18,vocal_cover;gentle_eq;slight_time_stretch,True
118070,19,vocal_cover;mild_reverb;gentle_eq,True
118070,20,vocal_cover;light_chorus,True
118070,21,vocal_cover;gentle_delay,True
118070,22,vocal_cover;mild_distortion,True
118070,23,vocal_cover;mild_reverb,True
118070,24,vocal_cover;gentle_eq,True
118070,25,vocal_cover;light_chorus,True
118070,26,vocal_cover;mild_distortion;subtle_pitch_shift,True
118070,27,vocal_cover;mild_distortion;mild_reverb,True
118070,28,vocal_cover;slight_time_stretch;light_chorus,True
118070,29,vocal_cover;slight_time_stretch,True
118070,30,vocal_cover;mild_distortion;light_chorus,True
118058,1,vocal_cover;gentle_delay;slight_time_stretch,True
118058,2,vocal_cover;mild_distortion,True
118058,3,vocal_cover;gentle_delay;subtle_pitch_shift,True
118058,4,vocal_cover;subtle_pitch_shift;mild_reverb,True
118058,5,vocal_cover;mild_distortion;slight_time_stretch,True
118058,6,vocal_cover;gentle_eq,True
118058,7,vocal_cover;mild_reverb;mild_distortion,True
118058,8,vocal_cover;gentle_delay,True
118058,9,vocal_cover;mild_distortion;gentle_delay,True
118058,10,vocal_cover;gentle_eq;subtle_pitch_shift,True
118058,11,vocal_cover;subtle_pitch_shift,True
118058,12,vocal_cover;slight_time_stretch,True
118058,13,vocal_cover;light_chorus;gentle_delay,True
118058,14,vocal_cover;mild_reverb,True
118058,15,vocal_cover;light_chorus,True
118058,16,vocal_cover;mild_reverb;gentle_eq,True
118058,17,vocal_cover;mild_distortion,True
118058,18,vocal_cover;gentle_delay,True
118058,19,vocal_cover;gentle_eq,True
118058,20,vocal_cover;subtle_pitch_shift,True
118058,21,vocal_cover;gentle_eq,True
118058,22,vocal_cover;mild_distortion,True
118058,23,vocal_cover;mild_distortion,True
118058,24,vocal_cover;gentle_eq;gentle_delay,True
118058,25,vocal_cover;light_chorus,True
118058,26,vocal_cover;subtle_pitch_shift;mild_distortion,True
118058,27,vocal_cover;gentle_eq;slight_time_stretch,True
118058,28,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
118058,29,vocal_cover;mild_reverb;gentle_delay,True
118058,30,vocal_cover;gentle_eq,True
073821,1,vocal_cover;gentle_eq,True
073821,2,vocal_cover;slight_time_stretch;mild_reverb,True
073821,3,vocal_cover;mild_distortion;light_chorus,True
073821,4,vocal_cover;mild_distortion,True
073821,5,vocal_cover;mild_distortion;gentle_eq,True
073821,6,vocal_cover;light_chorus,True
073821,7,vocal_cover;subtle_pitch_shift,True
073821,8,vocal_cover;slight_time_stretch,True
073821,9,vocal_cover;slight_time_stretch;gentle_delay,True
073821,10,vocal_cover;mild_distortion;slight_time_stretch,True
073821,11,vocal_cover;gentle_eq,True
073821,12,vocal_cover;gentle_eq;gentle_delay,True
073821,13,vocal_cover;slight_time_stretch;gentle_eq,True
073821,14,vocal_cover;light_chorus;subtle_pitch_shift,True
073821,15,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
073821,16,vocal_cover;light_chorus;slight_time_stretch,True
073821,17,vocal_cover;mild_reverb,True
073821,18,vocal_cover;gentle_delay,True
073821,19,vocal_cover;subtle_pitch_shift,True
073821,20,vocal_cover;gentle_delay;subtle_pitch_shift,True
073821,21,vocal_cover;subtle_pitch_shift;gentle_eq,True
073821,22,vocal_cover;gentle_eq,True
073821,23,vocal_cover;gentle_delay,True
073821,24,vocal_cover;gentle_eq;light_chorus,True
073821,25,vocal_cover;mild_reverb,True
073821,26,vocal_cover;subtle_pitch_shift,True
073821,27,vocal_cover;subtle_pitch_shift,True
073821,28,vocal_cover;mild_reverb;gentle_eq,True
073821,29,vocal_cover;gentle_delay;light_chorus,True
073821,30,vocal_cover;mild_reverb,True
030059,1,vocal_cover;gentle_delay;gentle_eq,True
030059,2,vocal_cover;gentle_delay,True
030059,3,vocal_cover;mild_distortion;subtle_pitch_shift,True
030059,4,vocal_cover;light_chorus,True
030059,5,vocal_cover;mild_distortion,True
030059,6,vocal_cover;mild_reverb,True
030059,7,vocal_cover;mild_reverb;subtle_pitch_shift,True
030059,8,vocal_cover;slight_time_stretch;gentle_eq,True
030059,9,vocal_cover;gentle_eq,True
030059,10,vocal_cover;subtle_pitch_shift,True
030059,11,vocal_cover;mild_reverb;mild_distortion,True
030059,12,vocal_cover;slight_time_stretch,True
030059,13,vocal_cover;slight_time_stretch;light_chorus,True
030059,14,vocal_cover;mild_reverb,True
030059,15,vocal_cover;gentle_delay;mild_distortion,True
030059,16,vocal_cover;light_chorus;mild_distortion,True
030059,17,vocal_cover;gentle_delay,True
030059,18,vocal_cover;light_chorus;gentle_eq,True
030059,19,vocal_cover;gentle_delay;subtle_pitch_shift,True
030059,20,vocal_cover;gentle_eq;mild_reverb,True
030059,21,vocal_cover;light_chorus,True
030059,22,vocal_cover;gentle_eq,True
030059,23,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
030059,24,vocal_cover;mild_reverb,True
030059,25,vocal_cover;mild_reverb;light_chorus,True
030059,26,vocal_cover;subtle_pitch_shift,True
030059,27,vocal_cover;mild_reverb,True
030059,28,vocal_cover;gentle_delay,True
030059,29,vocal_cover;subtle_pitch_shift,True
030059,30,vocal_cover;gentle_delay,True
141878,1,vocal_cover;light_chorus;slight_time_stretch,True
141878,2,vocal_cover;mild_reverb,True
141878,3,vocal_cover;mild_distortion,True
141878,4,vocal_cover;gentle_delay;mild_distortion,True
141878,5,vocal_cover;light_chorus,True
141878,6,vocal_cover;light_chorus;mild_distortion,True
141878,7,vocal_cover;slight_time_stretch,True
141878,8,vocal_cover;gentle_delay,True
141878,9,vocal_cover;gentle_eq,True
141878,10,vocal_cover;subtle_pitch_shift,True
141878,11,vocal_cover;mild_distortion;mild_reverb,True
141878,12,vocal_cover;gentle_eq;gentle_delay,True
141878,13,vocal_cover;subtle_pitch_shift;gentle_delay,True
141878,14,vocal_cover;mild_distortion,True
141878,15,vocal_cover;mild_distortion;subtle_pitch_shift,True
141878,16,vocal_cover;mild_reverb;gentle_eq,True
141878,17,vocal_cover;gentle_eq,True
141878,18,vocal_cover;mild_distortion;gentle_eq,True
141878,19,vocal_cover;mild_reverb;light_chorus,True
141878,20,vocal_cover;gentle_delay;mild_reverb,True
141878,21,vocal_cover;mild_distortion,True
141878,22,vocal_cover;light_chorus,True
141878,23,vocal_cover;subtle_pitch_shift,True
141878,24,vocal_cover;gentle_delay;slight_time_stretch,True
141878,25,vocal_cover;mild_distortion,True
141878,26,vocal_cover;mild_distortion,True
141878,27,vocal_cover;subtle_pitch_shift,True
141878,28,vocal_cover;subtle_pitch_shift;light_chorus,True
141878,29,vocal_cover;slight_time_stretch,True
141878,30,vocal_cover;light_chorus,True
065064,1,vocal_cover;gentle_eq;subtle_pitch_shift,True
065064,2,vocal_cover;slight_time_stretch,True
065064,3,vocal_cover;mild_distortion,True
065064,4,vocal_cover;mild_reverb;mild_distortion,True
065064,5,vocal_cover;mild_reverb;light_chorus,True
065064,6,vocal_cover;mild_reverb;gentle_eq,True
065064,7,vocal_cover;slight_time_stretch;light_chorus,True
065064,8,vocal_cover;mild_distortion;gentle_eq,True
065064,9,vocal_cover;slight_time_stretch;mild_reverb,True
065064,10,vocal_cover;light_chorus,True
065064,11,vocal_cover;gentle_delay;mild_reverb,True
065064,12,vocal_cover;gentle_delay,True
065064,13,vocal_cover;light_chorus;gentle_delay,True
065064,14,vocal_cover;gentle_eq;slight_time_stretch,True
065064,15,vocal_cover;subtle_pitch_shift,True
065064,16,vocal_cover;subtle_pitch_shift;mild_reverb,True
065064,17,vocal_cover;gentle_eq;gentle_delay,True
065064,18,vocal_cover;gentle_eq,True
065064,19,vocal_cover;mild_reverb,True
065064,20,vocal_cover;mild_distortion,True
065064,21,vocal_cover;gentle_delay,True
065064,22,vocal_cover;mild_distortion,True
065064,23,vocal_cover;mild_reverb,True
